"TIME","RBD","UNIT","WW_TPAR","WW_TP","Value","Flag and Footnotes"
"2006","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","32",""
"2006","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2006","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","158",""
"2006","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","41",""
"2006","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","10",""
"2006","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","1,286",""
"2006","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","82",""
"2006","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","7",""
"2006","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","702",""
"2006","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","165",""
"2006","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","12",""
"2006","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","430",""
"2006","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","162",""
"2006","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","10",""
"2006","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","112",""
"2006","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","65",""
"2006","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","2",""
"2006","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","107",""
"2006","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","75",""
"2006","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","4",""
"2006","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","15",""
"2006","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","42",""
"2006","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","3",""
"2006","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","151",""
"2006","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","5",""
"2006","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","2",""
"2006","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","1",""
"2006","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","5",""
"2006","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2006","Romania","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Romania","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Romania","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Danube - RBD (RO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Banat","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Banat","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Banat","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Siret","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Siret","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Siret","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Prut-Barlad","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Jiu","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Olt","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Olt","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Olt","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Arges-Vedea","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Ialomita-Buzau","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Dobrogea","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Mures","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Mures","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Mures","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Crisuri","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Somes-Tisa (RO)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","8",""
"2006","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","197",""
"2006","Slovenia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","13",""
"2006","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","6",""
"2006","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","158",""
"2006","Danube - RBD (SI)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","11",""
