"TIME","RBD","WAT_PROC","NACE_R2","UNIT","Value","Flag and Footnotes"
"2000","Greece","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Greece","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Greece","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Western Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Western Peloponnese - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Western Peloponnese - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Western Peloponnese - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Western Peloponnese - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Northern Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Northern Peloponnese - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Northern Peloponnese - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Northern Peloponnese - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Northern Peloponnese - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Eastern Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Eastern Peloponnese - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Eastern Peloponnese - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Eastern Peloponnese - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Eastern Peloponnese - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Western Central Greece - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Western Central Greece - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Western Central Greece - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Western Central Greece - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Western Central Greece - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Epirus - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Epirus - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Epirus - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Epirus - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Epirus - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Attica - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Attica - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Attica - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Attica - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Attica - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Eastern Central Greece - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Eastern Central Greece - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Eastern Central Greece - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Eastern Central Greece - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Eastern Central Greece - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Thessalia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Thessalia - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Thessalia - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Thessalia - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Thessalia - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Western Macedonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Western Macedonia - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Western Macedonia - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Western Macedonia - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2000","Western Macedonia - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2000","Central Macedonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2000","Central Macedonia - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2000","Central Macedonia - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2000","Central Macedonia - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
